gravedad,fecha,a_o,hora,jornada,dia_semana,barrios_corregimiento_via,direccion,zona,autoridad,lat,long,condicion_de_la_victima,clase_de_siniestro,genero,lesionado,homicidios,clinica,clase_vehiculo,marca,tipo_de_servicio,empresa
HERIDOS,2021-01-14T00:00:00.000,2021,,NOCHE,JUEVES,TREBOL,CARRERA 23 CALLE 27,URBANA,TECNICO,"3,52388","-76,29508",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-01-14T00:00:00.000,2021,,NOCHE,JUEVES,TREBOL,CARRERA 23 CALLE 27,URBANA,TECNICO,"3,52388","-76,29508",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,RAUL,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,2021-01-15T00:00:00.000,2021,,TARDE,VIERNES,SAN PEDRO,CARRERA 19 CALLE 38,URBANA,TECNICO,"3,53377","-76,29056",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PARTICULAR,NO APLICA
DAÑOS,2021-01-15T00:00:00.000,2021,,TARDE,VIERNES,SAN PEDRO,CARRERA 19 CALLE 38,URBANA,TECNICO,"3,53377","-76,29056",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,YAMAHA,PARTICULAR,NO APLICA
DAÑOS,2021-01-15T00:00:00.000,2021,,NOCHE,VIERNES,SANTA ANA,CARRERA 42 CALLE 34-15,URBANA,TECNICO,"3,53206","-76,31276",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,MAZDA,PARTICULAR,NO APLICA
DAÑOS,2021-01-15T00:00:00.000,2021,,NOCHE,VIERNES,SANTA ANA,CARRERA 42 CALLE 34-15,URBANA,TECNICO,"3,53206","-76,31276",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,FORD,PARTICULAR,NO APLICA
DAÑOS,2021-01-15T00:00:00.000,2021,,NOCHE,VIERNES,MERCEDES,CALLE 58 CARRERA 27-91,URBANA,TECNICO,"3,54884","-76,29216",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMPERO,FORD,PARTICULAR,NO APLICA
DAÑOS,2021-01-15T00:00:00.000,2021,,NOCHE,VIERNES,MERCEDES,CALLE 58 CARRERA 27-91,URBANA,TECNICO,"3,54884","-76,29216",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-01-15T00:00:00.000,2021,,TARDE,VIERNES,SAN CAYETANO,CARRERA 24 CALLE 39,URBANA,TECNICO,"3,53512","-76,29433",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PUBLICO,FLOTA PALMIRA
HERIDOS,2021-01-15T00:00:00.000,2021,,TARDE,VIERNES,SAN CAYETANO,CARRERA 24 CALLE 39,URBANA,TECNICO,"3,53512","-76,29433",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,RAUL,MOTO,AKT,PARTICULAR,NO APLICA
HERIDOS,2021-01-16T00:00:00.000,2021,,MAÑANA,SABADO,URIBE,CALLE 35 CARRERA 23,URBANA,TECNICO,"3,53141","-76,294",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,FRACTURAS,MOTO,JIANLING,PARTICULAR,NO APLICA
HERIDOS,2021-01-16T00:00:00.000,2021,,MAÑANA,SABADO,URIBE,CALLE 35 CARRERA 23,URBANA,TECNICO,"3,53141","-76,294",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,FRACTURAS,MOTO,SUZUKI,OFICIAL,NO APLICA
HERIDOS,2021-01-16T00:00:00.000,2021,,MAÑANA,SABADO,URIBE,CALLE 35 CARRERA 23,URBANA,TECNICO,"3,53141","-76,294",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,2021-01-16T00:00:00.000,2021,,MAÑANA,SABADO,SANTA RITA,CARRERA 26 CALLE 39,URBANA,TECNICO,"3,53535","-76,29583",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMA,MOTO,AKT,PARTICULAR,NO APLICA
HERIDOS,2021-01-16T00:00:00.000,2021,,MAÑANA,SABADO,SANTA RITA,CARRERA 26 CALLE 39,URBANA,TECNICO,"3,53535","-76,29583",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,AKT,PARTICULAR,NO APLICA
HERIDOS,2021-01-16T00:00:00.000,2021,,MAÑANA,SABADO,SANTA RITA,CARRERA 26 CALLE 39,URBANA,TECNICO,"3,53535","-76,29583",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,2021-01-16T00:00:00.000,2021,,MAÑANA,SABADO,BIZERTA,CALLE 36 CARRERA 21,URBANA,TECNICO,"3,53203","-76,29231",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PUBLICO,NO APLICA
DAÑOS,2021-01-16T00:00:00.000,2021,,MAÑANA,SABADO,BIZERTA,CALLE 36 CARRERA 21,URBANA,TECNICO,"3,53203","-76,29231",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,BAJAJ,PARTICULAR,NO APLICA
DAÑOS,2021-01-17T00:00:00.000,2021,,MAÑANA,DOMINGO,RECREO,CALLE 23 CARRERA 28-28A,URBANA,TECNICO,"3,52103","-76,30014",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-01-17T00:00:00.000,2021,,MAÑANA,DOMINGO,RECREO,CALLE 23 CARRERA 28-28A,URBANA,TECNICO,"3,52103","-76,30014",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
HERIDOS,2021-01-17T00:00:00.000,2021,,MAÑANA,DOMINGO,VIA CORONADO  ROZO,KM 2 + 300 MTS,RURAL,TECNICO,"3,57067","-76,31469",MOTOCICLISTA,VOLCAMIENTO,MASCULINO,1,NO APLICA,PALMA,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-01-17T00:00:00.000,2021,,MAÑANA,DOMINGO,VIA CORONADO  ROZO,KM 2 + 300 MTS,RURAL,TECNICO,"3,57067","-76,31469",ACOMPAÑANTE MOTOCICLISTA,VOLCAMIENTO,FEMENINA,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,2021-01-18T00:00:00.000,2021,,MAÑANA,LUNES,COLOMBIA,CARRERA 30 CALLE 33,URBANA,TECNICO,"3,5306","-76,3001",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMIRA,MOTO,SUZUKI,PARTICULAR,NO APLICA
HERIDOS,2021-01-18T00:00:00.000,2021,,MAÑANA,LUNES,COLOMBIA,CARRERA 30 CALLE 33,URBANA,TECNICO,"3,5306","-76,3001",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMIRA,MOTO,SUZUKI,PARTICULAR,NO APLICA
HERIDOS,2021-01-18T00:00:00.000,2021,,MAÑANA,LUNES,ZAMORANO,CARRERA28 CALLE 68,URBANA,TECNICO,"3,55492","-76,29222",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-01-18T00:00:00.000,2021,,MAÑANA,LUNES,ZAMORANO,CARRERA28 CALLE 68,URBANA,TECNICO,"3,55492","-76,29222",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-01-18T00:00:00.000,2021,,MAÑANA,LUNES,ZAMORANO,CARRERA28 CALLE 68,URBANA,TECNICO,"3,55492","-76,29222",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,2021-01-18T00:00:00.000,2021,,MAÑANA,LUNES,VERSALLES,CALLE 42 CARRERA 26-27,URBANA,TECNICO,"3,53783","-76,29594",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMPERO,HYUNDAI,PARTICULAR,NO APLICA
DAÑOS,2021-01-18T00:00:00.000,2021,,MAÑANA,LUNES,VERSALLES,CALLE 42 CARRERA 26-27,URBANA,TECNICO,"3,53783","-76,29594",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-01-18T00:00:00.000,2021,,NOCHE,LUNES,PORTAL DE LAS PALMAS,CARRERA 45 CALLE 47-15,URBANA,TECNICO,"3,54271","-76,31659",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,FORD,PARTICULAR,NO APLICA
DAÑOS,2021-01-18T00:00:00.000,2021,,NOCHE,LUNES,PORTAL DE LAS PALMAS,CARRERA 45 CALLE 47-15,URBANA,TECNICO,"3,54271","-76,31659",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
HERIDOS,2021-01-18T00:00:00.000,2021,,NOCHE,LUNES,VILLA DEL ROSARIO,CALLE 58 CARRERA 38,URBANA,TECNICO,"3,5478","-76,31034",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-01-18T00:00:00.000,2021,,NOCHE,LUNES,VILLA DEL ROSARIO,CALLE 58 CARRERA 38,URBANA,TECNICO,"3,5478","-76,31034",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,MOTO,YAMAHA,PARTICULAR,NO APLICA
DAÑOS,2021-01-19T00:00:00.000,2021,,TARDE,MARTES,JUAN PABLO,CARRERA 39 CALLE 44 -61,URBANA,TECNICO,"3,53986","-76,30995",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMPERO,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-01-19T00:00:00.000,2021,,TARDE,MARTES,JUAN PABLO,CARRERA 39 CALLE 44 -61,URBANA,TECNICO,"3,53986","-76,30995",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMION,DAIHATSUT,PUBLICO,NO APLICA
HERIDOS,2021-01-19T00:00:00.000,2021,,MAÑANA,MARTES,LORRETO,CARRERA 35 CALLE 33,URBANA,TECNICO,"3,53137","-76,30512",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,HERO,PARTICULAR,NO APLICA
HERIDOS,2021-01-19T00:00:00.000,2021,,MAÑANA,MARTES,LORRETO,CARRERA 35 CALLE 33,URBANA,TECNICO,"3,53137","-76,30512",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-01-19T00:00:00.000,2021,,MAÑANA,MARTES,LORRETO,CARRERA 35 CALLE 33,URBANA,TECNICO,"3,53137","-76,30512",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,SANTA BARBARA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,2021-01-19T00:00:00.000,2021,,TARDE,MARTES,EMILIA,CALLE 37 CARRERA 36,URBANA,TECNICO,"3,53469","-76,30672",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMPERO,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-01-19T00:00:00.000,2021,,TARDE,MARTES,EMILIA,CALLE 37 CARRERA 36,URBANA,TECNICO,"3,53469","-76,30672",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-01-19T00:00:00.000,2021,,NOCHE,MARTES,CENTRO POBLADO ROZO,CALLE 10 N 15-193,RURAL,TECNICO,"3,61506","-76,39092",CICLISTA,CHOQUE,MASCULINO,1,NO APLICA,SAN RAFAEL EL CERRITO,BICICLETA,NO APLICA,PARTICULAR,NO APLICA
HERIDOS,2021-01-19T00:00:00.000,2021,,NOCHE,MARTES,CENTRO POBLADO ROZO,CALLE 10 N 15-193,RURAL,TECNICO,"3,61506","-76,39092",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,SAN RAFAEL EL CERRITO,MOTO,HONDA,PARTICULAR,NO APLICA
DAÑOS,2021-01-20T00:00:00.000,2021,,TARDE,MIERCOLES,SESQUI,CALLE 10 CARRERA 25 SUR,URBANA,TECNICO,"3,50896","-76,29885",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,BUS,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-01-20T00:00:00.000,2021,,TARDE,MIERCOLES,SESQUI,CALLE 10 CARRERA 25 SUR,URBANA,TECNICO,"3,50896","-76,29885",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-01-20T00:00:00.000,2021,,TARDE,MIERCOLES,CENTRO POBLADO LA BUITRERA,VEREDA LOS IRACALES,RURAL,TECNICO,"3,4773","-76,1998",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-01-20T00:00:00.000,2021,,TARDE,MIERCOLES,CENTRO POBLADO LA BUITRERA,VEREDA LOS IRACALES,RURAL,TECNICO,"3,4773","-76,1998",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-01-20T00:00:00.000,2021,,TARDE,MIERCOLES,PINOS,CALLE  40 CARRERA 21,URBANA,TECNICO,"3,53562","-76,29185",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,MOTO,BAJAJ,PARTICULAR,NO APLICA
HERIDOS,2021-01-20T00:00:00.000,2021,,TARDE,MIERCOLES,PINOS,CALLE  40 CARRERA 21,URBANA,TECNICO,"3,53562","-76,29185",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PARTICULAR,NO APLICA
HERIDOS,2021-01-20T00:00:00.000,2021,,TARDE,MIERCOLES,ITALIA,CALLE 6 CARRERA 29,URBANA,TECNICO,"3,50565","-76,30173",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,BAJAJ,PARTICULAR,NO APLICA
HERIDOS,2021-01-20T00:00:00.000,2021,,TARDE,MIERCOLES,ITALIA,CALLE 6 CARRERA 29,URBANA,TECNICO,"3,50565","-76,30173",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-01-20T00:00:00.000,2021,,TARDE,MIERCOLES,ITALIA,CALLE 6 CARRERA 29,URBANA,TECNICO,"3,50565","-76,30173",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,2021-01-22T00:00:00.000,2021,,TARDE,VIERNES,EMILIA,CARRERA 37 CALLE 32A,URBANA,TECNICO,"3,53059","-76,30693",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,SANTA BARBARA,MOTO,KIMCO,PARTICULAR,NO APLICA
HERIDOS,2021-01-22T00:00:00.000,2021,,TARDE,VIERNES,EMILIA,CARRERA 37 CALLE 32A,URBANA,TECNICO,"3,53059","-76,30693",NO APLICA,CHOQUE,FEMENINA,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-01-22T00:00:00.000,2021,,TARDE,VIERNES,EMILIA,CARRERA 37 CALLE 32A,URBANA,TECNICO,"3,53059","-76,30693",ACOMPAÑANTE MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,SANTA BARBARA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,2021-01-22T00:00:00.000,2021,,MAÑANA,VIERNES,COLOMBIA,CALLE 32 CARRERA 31,URBANA,TECNICO,"3,52926","-76,30133",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-01-22T00:00:00.000,2021,,MAÑANA,VIERNES,COLOMBIA,CALLE 32 CARRERA 31,URBANA,TECNICO,"3,52926","-76,30133",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PUBLICO,COOTRANSPAL
HERIDOS,2021-01-22T00:00:00.000,2021,,TARDE,VIERNES,TRINIDAD,CALLE 28 CARRERA 23,URBANA,TECNICO,"3,52472","-76,295",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-01-22T00:00:00.000,2021,,TARDE,VIERNES,TRINIDAD,CALLE 28 CARRERA 23,URBANA,TECNICO,"3,52472","-76,295",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,SUZUKI,PARTICULAR,NO APLICA
HERIDOS,2021-01-23T00:00:00.000,2021,,NOCHE,SABADO,PINOS,CALLE 42 CARRERA 19-20,URBANA,TECNICO,"3,53714","-76,29099",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-01-23T00:00:00.000,2021,,NOCHE,SABADO,PINOS,CALLE 42 CARRERA 19-20,URBANA,TECNICO,"3,53714","-76,29099",CICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,BICICLETA,NO APLICA,PARTICULAR,NO APLICA
HERIDOS,2021-01-23T00:00:00.000,2021,,NOCHE,SABADO,SAUSES,CARRERA 1 CALLE 36,URBANA,TECNICO,"3,5335","-76,27732",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMA,MOTO,HERO,PARTICULAR,NO APLICA
HERIDOS,2021-01-23T00:00:00.000,2021,,NOCHE,SABADO,SAUSES,CARRERA 1 CALLE 36,URBANA,TECNICO,"3,5335","-76,27732",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-01-24T00:00:00.000,2021,,TARDE,DOMINGO,OLIMPICO,CARRERA 35 CALLE 25 -15,URBANA,TECNICO,"3,52336","-76,30634",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PARTICULAR,NO APLICA
DAÑOS,2021-01-24T00:00:00.000,2021,,TARDE,DOMINGO,OLIMPICO,CARRERA 35 CALLE 25 -15,URBANA,TECNICO,"3,52336","-76,30634",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,YAMAHA,PARTICULAR,NO APLICA
DAÑOS,2021-01-25T00:00:00.000,2021,,MAÑANA,LUNES,SANTA RITA,CARRERA 27 CALLE 38,URBANA,TECNICO,"3,53466","-76,29674",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,NISSAN,PARTICULAR,NO APLICA
DAÑOS,2021-01-25T00:00:00.000,2021,,MAÑANA,LUNES,SANTA RITA,CARRERA 27 CALLE 38,URBANA,TECNICO,"3,53466","-76,29674",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-01-25T00:00:00.000,2021,,NOCHE,LUNES,SANTA RITA,CARRERA 27 CALLE 38,URBANA,TECNICO,"3,53467","-76,29675",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,RAUL,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-01-25T00:00:00.000,2021,,NOCHE,LUNES,SANTA RITA,CARRERA 27 CALLE 38,URBANA,TECNICO,"3,53467","-76,29675",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,DODGE,PARTICULAR,NO APLICA
HERIDOS,2021-01-25T00:00:00.000,2021,,NOCHE,LUNES,PRADO,CALLE 36 CARRERA 45,URBANA,TECNICO,"3,5333","-76,316",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,MAZDA,PARTICULAR,NO APLICA
HERIDOS,2021-01-25T00:00:00.000,2021,,NOCHE,LUNES,PRADO,CALLE 36 CARRERA 45,URBANA,TECNICO,"3,5333","-76,316",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,SANTA BARBARA,MOTO,YAMAHA,PARTICULAR,NO APLICA
DAÑOS,2021-01-25T00:00:00.000,2021,,TARDE,LUNES,NUEVO,CARRERA 28 CALLE 24-25,URBANA,TECNICO,"3,52233","-76,2996",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-01-25T00:00:00.000,2021,,TARDE,LUNES,NUEVO,CARRERA 28 CALLE 24-25,URBANA,TECNICO,"3,52233","-76,2996",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,SUZUKI,PARTICULAR,NO APLICA
DAÑOS,2021-01-25T00:00:00.000,2021,,NOCHE,LUNES,NUEVO,CALLE 18 CARRERA 31,URBANA,TECNICO,"3,51708","-76,30349",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,AKT,PARTICULAR,NO APLICA
DAÑOS,2021-01-25T00:00:00.000,2021,,NOCHE,LUNES,NUEVO,CALLE 18 CARRERA 31,URBANA,TECNICO,"3,51708","-76,30349",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,NISSAN,PARTICULAR,NO APLICA
DAÑOS,2021-01-25T00:00:00.000,2021,,TARDE,LUNES,EMPRESA ITALCOL,KM 10,RURAL,TECNICO,"3,51099","-76,4053",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,VOLQUETA,CHEVROLET,PUBLICO,NO APLICA
DAÑOS,2021-01-25T00:00:00.000,2021,,TARDE,LUNES,EMPRESA ITALCOL,KM 10,RURAL,TECNICO,"3,51099","-76,4053",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,TRACTO CAMION,INTERNATIONAL,PUBLICO,NO APLICA
HERIDOS,2021-01-26T00:00:00.000,2021,,TARDE,MARTES,COLOMBIA,CALLE 36 CARRERA 34,URBANA,TECNICO,"3,53368","-76,30371",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,RAUL,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-01-26T00:00:00.000,2021,,TARDE,MARTES,COLOMBIA,CALLE 36 CARRERA 34,URBANA,TECNICO,"3,53368","-76,30371",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PUBLICO,FLOTA PALMIRA
DAÑOS,2021-01-26T00:00:00.000,2021,,TARDE,MARTES,NUEVO,CALLE 23 CARRERA 33A-37,URBANA,TECNICO,"3,52167","-76,30506",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-01-26T00:00:00.000,2021,,TARDE,MARTES,NUEVO,CALLE 23 CARRERA 33A-37,URBANA,TECNICO,"3,52167","-76,30506",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,OFICIAL,NO APLICA
DAÑOS,2021-01-21T00:00:00.000,2021,,TARDE,LUNES,PALMERAS,CARRERA 1 CALLE 34A-34,URBANA,TECNICO,"3,53052","-76,27729",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PARTICULAR,NO APLICA
DAÑOS,2021-01-21T00:00:00.000,2021,,TARDE,LUNES,PALMERAS,CARRERA 1 CALLE 34A-34,URBANA,TECNICO,"3,53052","-76,27729",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,MOTO,TVS,PARTICULAR,NO APLICA
HERIDOS,2021-01-26T00:00:00.000,2021,,NOCHE,MARTES,RECREO,CARRERA 24 CALLE 18,URBANA,TECNICO,"3,51686","-76,29585",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,RENAULT,OFICIAL,NO APLICA
HERIDOS,2021-01-26T00:00:00.000,2021,,NOCHE,MARTES,RECREO,CARRERA 24 CALLE 18,URBANA,TECNICO,"3,51686","-76,29585",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,SANTA BARBARA,MOTO,HONDA,PARTICULAR,NO APLICA
HERIDOS,2021-01-27T00:00:00.000,2021,,MAÑANA,MIERCOLES,VIA CORONADO  ROZO,KM 5 + 600 MTS,URBANA,TECNICO,"3,57367","-76,31945",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,PALMIRA,MOTO,YAMAHA,PARTICULAR,NO APLICA
HERIDOS,2021-01-27T00:00:00.000,2021,,MAÑANA,MIERCOLES,VIA CORONADO  ROZO,KM 5 + 600 MTS,URBANA,TECNICO,"3,57367","-76,31945",MOTOCICLISTA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,PARTICULAR,NO APLICA
HERIDOS,2021-01-27T00:00:00.000,2021,,MAÑANA,MIERCOLES,URIBE,CALLE 35 CARRERA 22,URBANA,TECNICO,"3,5313","-76,29327",MOTOCICLISTA,CHOQUE,FEMENINA,1,NO APLICA,PALMA,MOTO,AKT,PARTICULAR,NO APLICA
HERIDOS,2021-01-27T00:00:00.000,2021,,MAÑANA,MIERCOLES,URIBE,CALLE 35 CARRERA 22,URBANA,TECNICO,"3,5313","-76,29327",NO APLICA,CHOQUE,MASCULINO,NO APLICA,NO APLICA,NO APLICA,CAMIONETA,TOYOTA,PARTICULAR,NO APLICA
HERIDOS,2021-01-27T00:00:00.000,2021,,TARDE,MIERCOLES,PRIMERO DE MAYO,CALLE 41 CARRERA 9,URBANA,TECNICO,"3,53628","-76,28231",MOTOCICLISTA,CHOQUE,MASCULINO,1,NO APLICA,RAUL,MOTO,SUZUKI,PARTICULAR,NO APLICA
