a_o,ipat,clase_siniestro,fecha,hora,jornada,dia_semana,barrios_corregimiento_via,direccion,zona,autoridad,lat,long,hipotesis,codigo,condicion_de_la_victima,edad,genero,lesionados_y_muertos
2022.0,8557.0,CHOQUE,2022-02-08 00:00:00,,MADRUGADA,MARTES,BARRIO NUEVO,CALLE 23 CARRERA 33A,URBANA,TECNICO,,,NO RESPETAR PRELACIÓN,132.0,MOTOCICLISTA,30.0,MASCULINO,LESIONADO
2022.0,8571.0,CHOQUE,2022-02-11 00:00:00,,MADRUGADA,VIERNES,CENTRO,CALLE 31 CARRERA 26,URBANA,TECNICO,,,SEMAFORO EN ROJO,142.0,NO APLICA,24.0,MASCULINO,NO APLICA
2022.0,8571.0,CHOQUE,2022-02-11 00:00:00,,MADRUGADA,VIERNES,CENTRO,CALLE 31 CARRERA 26,URBANA,TECNICO,,,SEMAFORO EN ROJO,142.0,MOTOCICLISTA,37.0,FEMENINO,LESIONADO
2022.0,8519.0,CHOQUE,2022-01-27 00:00:00,,MAÑANA,JUEVES,TRINIDAD,CALLE 28 CARRERA 24,URBANA,TECNICO,,,NO ESTAR PENDIENTE DE LA VIA,157.0,NO APLICA,34.0,MASCULINO,NO APLICA
2022.0,8519.0,CHOQUE,2022-01-27 00:00:00,,MAÑANA,JUEVES,TRINIDAD,CALLE 28 CARRERA 24,URBANA,TECNICO,,,NO ESTAR PENDIENTE DE LA VIA,157.0,CICLISTA,71.0,MASCULINO,MUERTO
2022.0,8660.0,CHOQUE VEHICULO ESTACIONADO,2022-03-06 00:00:00,,MADRUGADA,DOMINGO,ZAMORANO,CARRERA 28 CALLE 66A-121,URBANA,TECNICO,,,POR ESTABLECER,157.0,MOTOCICLISTA,34.0,MASCULINO,MUERTO
2022.0,DITRA,CHOQUE,2022-03-04 00:00:00,,MAÑANA,VIERNES,VIA CENCAR -AEREOPUERTO,KM 6 + 285 MTS,RURAL,POLICIA,,,NO MANTENER DISTANCIA SEGURIDAD,121,MOTOCICLISTA,28.0,MASCULINO,MUERTO
2022.0,DITRA,CHOQUE,2022-03-04 00:00:00,,MAÑANA,VIERNES,VIA CENCAR -AEREOPUERTO,KM 6 + 285 MTS,RURAL,POLICIA,,,NO MANTENER DISTANCIA SEGURIDAD,121,ACOMPAÑANTE MOTOCICLISTA,24.0,MASCULINO,LESIONADO
2022.0,8694.0,CHOQUE,2022-03-15 00:00:00,,MAÑANA,MARTES,BRISAS DEL BOLO,CALLE 32 CARRERA 35,URBANA,TECNICO,,,ARRANCAR SIN PRECAUCION,145.0,ACOMPAÑANTE MOTOCICLISTA,23.0,FEMENINO,LESIONADO
2022.0,8694.0,CHOQUE,2022-03-15 00:00:00,,MAÑANA,MARTES,BRISAS DEL BOLO,CALLE 32 CARRERA 35,URBANA,TECNICO,,,ARRANCAR SIN PRECAUCION,145.0,NO APLICA,74.0,MASCULINO,NO APLICA
2022.0,8694.0,CHOQUE,2022-03-15 00:00:00,,MAÑANA,MARTES,BRISAS DEL BOLO,CALLE 32 CARRERA 35,URBANA,TECNICO,,,ARRANCAR SIN PRECAUCION,145.0,MOTOCICLISTA,67.0,MASCULINO,MUERTO
2022.0,8743.0,CHOQUE,2022-03-29 00:00:00,,TARDE,MARTES,BARRIO NUEVO,CARRERA 33 A CALLE 25-70,URBANA,TECNICO,,,NO MANTENER DISTANCIA SEGURIDAD,121.0,NO APLICA,16.0,MASCULINO,NO APLICA
2022.0,8743.0,CHOQUE,2022-03-29 00:00:00,,TARDE,MARTES,BARRIO NUEVO,CARRERA 33 A CALLE 25-70,URBANA,TECNICO,,,NO MANTENER DISTANCIA SEGURIDAD,121.0,MOTOCICLISTA,39.0,FEMENINO,LESIONADO
2022.0,8780.0,CHOQUE OBJETO FIJO POSTE,2022-04-10 00:00:00,,MAÑANA,DOMINGO,SAN PEDRO,CALLE 40 CARRERA 15-32,URBANA,TECNICO,,,POR ESTABLECER,157,MOTOCICLISTA,26.0,MASCULINO,MUERTO
2022.0,8783.0,ATROPELLO,2022-04-10 00:00:00,,TARDE,DOMINGO,CENTRO,CARRERA 32 CALLE 28-06,URBANA,TECNICO,,,POR ESTABLECER,157,PEATÓN,83.0,MASCULINO,MUERTO
2022.0,8798.0,VOLCAMIENTO,2022-04-17 00:00:00,,NOCHE,DOMINGO,PRADO DE ORIENTE,CALLE 32B CARRERA 2A-23,URBANA,TECNICO,,,FALTA DE PERICIA,138,MOTOCICLISTA,37.0,MASCULINO,MUERTO
2022.0,8807.0,CHOQUE,2022-04-19 00:00:00,,TARDE,MARTES,CENTRO POBLADO BOLO,CALLE 2 N 8-102 + 300 MTS,RURAL,TECNICO,,,IMPERICIA EN EL MANEJO,139,MOTOCICLISTA,22.0,MASCULINO,MUERTO
2022.0,8807.0,CHOQUE,2022-04-19 00:00:00,,TARDE,MARTES,CENTRO POBLADO BOLO,CALLE 2 N 8-102 + 300 MTS,RURAL,TECNICO,,,IMPERICIA EN EL MANEJO,139,NO APLICA,31.0,MASCULINO,NO APLICA
2022.0,8854.0,CHOQUE,2022-05-03 00:00:00,,MAÑANA,MARTES,CENTRO,CALLE 31 CARRERA 26-65,URBANA,TECNICO,,,ABRIR LA PUERTA SIN MEDIDAS DE PRECAUCION,506.0,CICLISTA,27.0,MASCULINO,LESIONADO
2022.0,8854.0,CHOQUE,2022-05-03 00:00:00,,MAÑANA,MARTES,CENTRO,CALLE 31 CARRERA 26-65,URBANA,TECNICO,,,ABRIR LA PUERTA SIN MEDIDAS DE PRECAUCION,506.0,NO APLICA,70.0,MASCULINO,NO APLICA
2022.0,8873.0,CHOQUE,2022-05-08 00:00:00,,MAÑANA,DOMINGO,CENTRO POBLADO ROZO,AVENIDAD 9 N 13-802,RURAL,TECNICO,,,ADELANTAR EN CURVA,109,MOTOCICLISTA,34.0,FEMENINO,LESIONADO
2022.0,8873.0,CHOQUE,2022-05-08 00:00:00,,MAÑANA,DOMINGO,CENTRO POBLADO ROZO,AVENIDAD 9 N 13-802,RURAL,TECNICO,,,ADELANTAR EN CURVA,109,NO APLICA,29.0,MASCULINO,NO APLICA
2022.0,8905.0,CHOQUE,2022-05-18 00:00:00,,MAÑANA,MIÉRCOLES,BARRIO NUEVO,CARRERA 30 CALLE 20,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112,MOTOCICLISTA,72.0,MASCULINO,MUERTO
2022.0,8905.0,CHOQUE,2022-05-18 00:00:00,,MAÑANA,MIÉRCOLES,BARRIO NUEVO,CARRERA 30 CALLE 20,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112,ACOMPAÑANTE MOTOCICLISTA,66.0,FEMENINO,LESIONADO
2022.0,8905.0,CHOQUE,2022-05-18 00:00:00,,MAÑANA,MIÉRCOLES,BARRIO NUEVO,CARRERA 30 CALLE 20,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,59.0,MASCULINO,NO APLICA
2022.0,8908.0,CHOQUE OBJETO FIJO ARBOL,2022-05-19 00:00:00,,MAÑANA,JUEVES,VIA PALMIRA TABLONES,KM 12 + 200 MTS,RURAL,TECNICO,,,PERDIDA DEL CONTROL DEL VEHICULO,157,MOTOCICLISTA,27.0,MASCULINO,LESIONADO
2022.0,8908.0,CHOQUE OBJETO FIJO ARBOL,2022-05-19 00:00:00,,MAÑANA,JUEVES,VIA PALMIRA TABLONES,KM 12 + 200 MTS,RURAL,TECNICO,,,PERDIDA DEL CONTROL DEL VEHICULO,157,ACOMPAÑANTE MOTOCICLISTA,24.0,MASCULINO,MUERTO
2022.0,8918.0,ATROPELLO,2022-05-22 00:00:00,,MAÑANA,DOMINGO,CUIDAD DEL CAMPO,CALLE 100 CARRERA 11-12,RURAL,TECNICO,,,CARÁCTER AVERIGUATORIO,157,NO APLICA,37.0,MASCULINO,NO APLICA
2022.0,8918.0,ATROPELLO,2022-05-22 00:00:00,,MAÑANA,DOMINGO,CUIDAD DEL CAMPO,CALLE 100 CARRERA 11-12,RURAL,TECNICO,,,CARÁCTER AVERIGUATORIO,157,PEATÓN,76.0,MASCULINO,MUERTO
2022.0,8942.0,CHOQUE,2022-05-28 00:00:00,,NOCHE,SÁBADO,AMERICAS,CARRERA 24 CALLE 19,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112,NO APLICA,62.0,MASCULINO,NO APLICA
2022.0,8942.0,CHOQUE,2022-05-28 00:00:00,,NOCHE,SÁBADO,AMERICAS,CARRERA 24 CALLE 19,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112,MOTOCICLISTA,17.0,FEMENINO,LESIONADO
2022.0,8969.0,CHOQUE,2022-06-04 00:00:00,,TARDE,SÁBADO,VIA PALMIRA CANDELARIA,KM 1,RURAL,TECNICO,,,PERDIDA DEL CONTROL DEL VEHICULO,157.0,NO APLICA,64.0,MASCULINO,NO APLICA
2022.0,8969.0,CHOQUE,2022-06-04 00:00:00,,TARDE,SÁBADO,VIA PALMIRA CANDELARIA,KM 1,RURAL,TECNICO,,,PERDIDA DEL CONTROL DEL VEHICULO,157.0,CICLISTA,81.0,MASCULINO,MUERTO
2022.0,9013.0,CHOQUE,2022-06-18 00:00:00,,MAÑANA,SÁBADO,SEMBRADOR,AVENIDA 19 CALLE 20A,URBANA,TECNICO,,,FRENAR BRUSCAMENTE,119.0,MOTOCICLISTA,15.0,MASCULINO,LESIONADO
2022.0,9015.0,CHOQUE,2022-06-19 00:00:00,,TARDE,DOMINGO,VIA PALMIRA TABLONES,KM 13,RURAL,TECNICO,,,INVADIR CARRIL SENTIDO CONTRARIO,104.0,NO APLICA,61.0,MASCULINO,NO APLICA
2022.0,9015.0,CHOQUE,2022-06-19 00:00:00,,TARDE,DOMINGO,VIA PALMIRA TABLONES,KM 13,RURAL,TECNICO,,,INVADIR CARRIL SENTIDO CONTRARIO,104.0,MOTOCICLISTA,17.0,MASCULINO,MUERTO
2022.0,9064.0,CHOQUE,2022-07-01 00:00:00,,NOCHE,VIERNES,SEMBRADOR,AVENIDAD 19 CALLE 18,URBANA,TECNICO,,,PONER EN MARCHA UN VEHICULO SIN LAS MEDIDAS DE PRECAUCION,143.0,NO APLICA,19.0,MASCULINO,NO APLICA
2022.0,9064.0,CHOQUE,2022-07-01 00:00:00,,NOCHE,VIERNES,SEMBRADOR,AVENIDAD 19 CALLE 18,URBANA,TECNICO,,,PONER EN MARCHA UN VEHICULO SIN LAS MEDIDAS DE PRECAUCION,143.0,MOTOCICLISTA,21.0,MASCULINO,LESIONADO
2022.0,9076.0,CHOQUE,2022-07-06 00:00:00,,MAÑANA,MIÉRCOLES,CENTRO,CARRERA 33 CALLE 27,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,36.0,MASCULINO,NO APLICA
2022.0,9076.0,CHOQUE,2022-07-06 00:00:00,,MAÑANA,MIÉRCOLES,CENTRO,CARRERA 33 CALLE 27,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,31.0,FEMENINO,LESIONADO
2022.0,9090.0,CHOQUE OBJETO FIJO  BARANDA,2022-07-11 00:00:00,,MADRUGADA,LUNES,VIA CORONADO ROZO,KM 15 CHARCO VERDE,RURAL,TECNICO,,,PERDIDA DEL CONTROL DEL VEHICULO,157.0,MOTOCICLISTA,31.0,MASCULINO,MUERTO
2022.0,9115.0,CHOQUE,2022-07-19 00:00:00,,TARDE,MARTES,CENTRO POBLADO ROZO,AVENIDAD 9 N 14- 175,RURAL,TECNICO,,,NO ESTAR PENDIENTE DE LA VIA,157.0,MOTOCICLISTA,23.0,FEMENINO,LESIONADO
2022.0,9115.0,CHOQUE,2022-07-19 00:00:00,,TARDE,MARTES,CENTRO POBLADO ROZO,AVENIDAD 9 N 14- 175,RURAL,TECNICO,,,NO ESTAR PENDIENTE DE LA VIA,157.0,NO APLICA,32.0,MASCULINO,NO APLICA
2022.0,9116.0,CHOQUE,2022-07-19 00:00:00,,TARDE,MARTES,CENTRO POBLADO ROZO,AVENIDAD 9 N 14-174,RURAL,TECNICO,,,NO ESTAR PENDIENTE DE LA VIA,157.0,MOTOCICLISTA,24.0,MASCULINO,LESIONADO
2022.0,9116.0,CHOQUE,2022-07-19 00:00:00,,TARDE,MARTES,CENTRO POBLADO ROZO,AVENIDAD 9 N 14-174,RURAL,TECNICO,,,NO ESTAR PENDIENTE DE LA VIA,157.0,NO APLICA,45.0,MASCULINO,NO APLICA
2022.0,9160.0,CHOQUE,2022-08-03 00:00:00,,NOCHE,MIÉRCOLES,INDEPENDENCIA,CARRERA 30 CALLE 19,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,25.0,MASCULINO,LESIONADO
2022.0,9160.0,CHOQUE,2022-08-03 00:00:00,,NOCHE,MIÉRCOLES,INDEPENDENCIA,CARRERA 30 CALLE 19,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,ACOMPAÑANTE MOTOCICLISTA,34.0,FEMENINO,LESIONADO
2022.0,9160.0,CHOQUE,2022-08-03 00:00:00,,NOCHE,MIÉRCOLES,INDEPENDENCIA,CARRERA 30 CALLE 19,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,14.0,MASCULINO,LESIONADO
2022.0,9162.0,CHOQUE,2022-08-04 00:00:00,,TARDE,JUEVES,BARRIO NUEVO,CARRERA 33 CALLE 25,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,74.0,MASCULINO,NO APLICA
2022.0,9162.0,CHOQUE,2022-08-04 00:00:00,,TARDE,JUEVES,BARRIO NUEVO,CARRERA 33 CALLE 25,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,44.0,MASCULINO,LESIONADO
2022.0,9179.0,CHOQUE,2022-08-14 00:00:00,,MADRUGADA,DOMINGO,BARRIO NUEVO,CARRERA 33A CALLE 26,URBANA,TECNICO,,,ADELANTAR INVADIENDO CARRIL,104.0,MOTOCICLISTA,31.0,MASCULINO,MUERTO
2022.0,9179.0,CHOQUE,2022-08-14 00:00:00,,MADRUGADA,DOMINGO,BARRIO NUEVO,CARRERA 33A CALLE 26,URBANA,TECNICO,,,ADELANTAR INVADIENDO CARRIL,104.0,MOTOCICLISTA,31.0,MASCULINO,LESIONADO
2022.0,9213.0,ATROPELLO,2022-09-02 00:00:00,,TARDE,VIERNES,FLORES,CALLE 30 CARRERA 1,URBANA,TECNICO,,,CRUZAR SIN OBSERVAR,409.0,PEATÓN,62.0,MASCULINO,MUERTO
2022.0,9213.0,ATROPELLO,2022-09-02 00:00:00,,TARDE,VIERNES,FLORES,CALLE 30 CARRERA 1,URBANA,TECNICO,,,CRUZAR SIN OBSERVAR,409.0,NO APLICA,21.0,MASCULINO,NO APLICA
2022.0,9211.0,CHOQUE,2022-09-02 00:00:00,,MAÑANA,VIERNES,COLOMBIA,CARRERA 33 CALLE 37,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,41.0,FEMENINO,NO APLICA
2022.0,9211.0,CHOQUE,2022-09-02 00:00:00,,MAÑANA,VIERNES,COLOMBIA,CARRERA 33 CALLE 37,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,68.0,MASCULINO,LESIONADO
2022.0,9211.0,CHOQUE,2022-09-02 00:00:00,,MAÑANA,VIERNES,COLOMBIA,CARRERA 33 CALLE 37,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,ACOMPAÑANTE MOTOCICLISTA,66.0,FEMENINO,LESIONADO
2022.0,9267.0,CHOQUE,2022-09-30 00:00:00,,MAÑANA,VIERNES,INGENIO MANUELITA,CALLEJON HACIA LA GERTRUDIS,RURAL,TECNICO,,,POR ESTABLECER,157.0,MOTOCICLISTA,38.0,MASCULINO,MUERTO
2022.0,9268.0,CHOQUE,2022-09-30 00:00:00,,TARDE,VIERNES,CENTRO,CALLE 31 CARRERA 26,URBANA,TECNICO,,,PERDIDA DEL CONTROL DEL VEHICULO,157.0,CICLISTA,73.0,MASCULINO,LESIONADO
2022.0,9268.0,CHOQUE,2022-09-30 00:00:00,,TARDE,VIERNES,CENTRO,CALLE 31 CARRERA 26,URBANA,TECNICO,,,PERDIDA DEL CONTROL DEL VEHICULO,157.0,NO APLICA,32.0,MASCULINO,NO APLICA
2022.0,9278.0,ATROPELLO,2022-10-02 00:00:00,,TARDE,DOMINGO,FRAY LUIS,CALLE 42 CARRERA 44,URBANA,TECNICO,3.538753,-76.314689,CRUZAR SIN OBSERVAR,409.0,PEATÓN,43.0,FEMENINO,LESIONADO
2022.0,9278.0,ATROPELLO,2022-10-02 00:00:00,,TARDE,DOMINGO,FRAY LUIS,CALLE 42 CARRERA 44,URBANA,TECNICO,3.538753,-76.314689,CRUZAR SIN OBSERVAR,409.0,MOTOCICLISTA,23.0,MASCULINO,LESIONADO
2022.0,9278.0,ATROPELLO,2022-10-02 00:00:00,,TARDE,DOMINGO,FRAY LUIS,CALLE 42 CARRERA 44,URBANA,TECNICO,3.538753,-76.314689,CRUZAR SIN OBSERVAR,409.0,PEATÓN,60.0,FEMENINO,MUERTO
2022.0,9273.0,CHOQUE,2022-10-01 00:00:00,,NOCHE,SÁBADO,CENTRO POBLADO ROZO,AVENIDAD 9 N 18-13 CHARCO VERDE,RURAL,TECNICO,,,GIRAR BRUSCAMENTE,122.0,NO APLICA,55.0,MASCULINO,NO APLICA
2022.0,9273.0,CHOQUE,2022-10-01 00:00:00,,NOCHE,SÁBADO,CENTRO POBLADO ROZO,AVENIDAD 9 N 18-13 CHARCO VERDE,RURAL,TECNICO,,,GIRAR BRUSCAMENTE,122.0,MOTOCICLISTA,58.0,MASCULINO,LESIONADO
2022.0,9273.0,CHOQUE,2022-10-01 00:00:00,,NOCHE,SÁBADO,CENTRO POBLADO ROZO,AVENIDAD 9 N 18-13 CHARCO VERDE,RURAL,TECNICO,,,GIRAR BRUSCAMENTE,122.0,ACOMPAÑANTE MOTOCICLISTA,53.0,FEMENINO,LESIONADO
2022.0,9308.0,CHOQUE,2022-10-19 00:00:00,,NOCHE,MIÉRCOLES,FRAY LUIS,CALLE 41 CARRERA 39,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,ACOMPAÑANTE MOTOCICLISTA,21.0,MASCULINO,LESIONADO
2022.0,9308.0,CHOQUE,2022-10-19 00:00:00,,NOCHE,MIÉRCOLES,FRAY LUIS,CALLE 41 CARRERA 39,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,CONDUCTOR,41.0,MASCULINO,LESIONADO
2022.0,9308.0,CHOQUE,2022-10-19 00:00:00,,NOCHE,MIÉRCOLES,FRAY LUIS,CALLE 41 CARRERA 39,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,21.0,MASCULINO,LESIONADO
2022.0,9312.0,CHOQUE,2022-10-22 00:00:00,,TARDE,SÁBADO,VIA CORONADO ROZO,KM 6 + 50MTS,RURAL,TECNICO,,,NO ESTAR PENDIENTE DE LA VIA,157.0,MOTOCICLISTA,23.0,MASCULINO,LESIONADO
2022.0,9312.0,CHOQUE,2022-10-22 00:00:00,,TARDE,SÁBADO,VIA CORONADO ROZO,KM 6 + 50MTS,RURAL,TECNICO,,,NO ESTAR PENDIENTE DE LA VIA,157.0,NO APLICA,64.0,MASCULINO,NO APLICA
2022.0,9313.0,CHOQUE OBJETO FIJO POSTE,2022-10-22 00:00:00,,NOCHE,SÁBADO,COLOMBIA,CALLE 33 CARRERA 32,URBANA,TECNICO,,,EMBRIAGUEZ,115.0,CONDUCTOR,52.0,MASCULINO,LESIONADO
2022.0,9318.0,ATROPELLO,2022-10-25 00:00:00,,TARDE,MARTES,LLANO GRANDE,CALLE 42 CARRERA 48-49,URBANA,TECNICO,,,CARÁCTER AVERIGUATORIO,157.0,PEATÓN,53.0,MASCULINO,MUERTO
2022.0,9319.0,CHOQUE,2022-10-27 00:00:00,,TARDE,JUEVES,BARRIO NUEVO,CALLE 22 CARRERA 33A,URBANA,TECNICO,,,NO RESPETAR PRELACIÓN,132.0,MOTOCICLISTA,38.0,MASCULINO,LESIONADO
2022.0,9319.0,CHOQUE,2022-10-27 00:00:00,,TARDE,JUEVES,BARRIO NUEVO,CALLE 22 CARRERA 33A,URBANA,TECNICO,,,NO RESPETAR PRELACIÓN,132.0,NO APLICA,22.0,MASCULINO,NO APLICA
2022.0,9323.0,CHOQUE,2022-10-28 00:00:00,,TARDE,VIERNES,CENTRO,CALLE 32 CARRERA 25,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,57.0,MASCULINO,LESIONADO
2022.0,9323.0,CHOQUE,2022-10-28 00:00:00,,TARDE,VIERNES,CENTRO,CALLE 32 CARRERA 25,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,63.0,MASCULINO,NO APLICA
2022.0,9326.0,CHOQUE,2022-10-29 00:00:00,,TARDE,SÁBADO,CORONADO,CALLE 62 CARRERA 35,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,27.0,MASCULINO,LESIONADO
2022.0,9326.0,CHOQUE,2022-10-29 00:00:00,,TARDE,SÁBADO,CORONADO,CALLE 62 CARRERA 35,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,22.0,MASCULINO,NO APLICA
2022.0,9328.0,CHOQUE,2022-10-30 00:00:00,,TARDE,DOMINGO,PRIMERO DE MAYO,CALLE 42 CARRERA 15,URBANA,TECNICO,,,FALLAS EN LA LLANTA,201.0,NO APLICA,53.0,MASCULINO,NO APLICA
2022.0,9316.0,CHOQUE,2022-10-25 00:00:00,,TARDE,MARTES,URIBE,CALLE 33 CARRERA 21,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,CICLISTA,43.0,MASCULINO,LESIONADO
2022.0,9316.0,CHOQUE,2022-10-25 00:00:00,,TARDE,MARTES,URIBE,CALLE 33 CARRERA 21,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,26.0,MASCULINO,LESIONADO
2022.0,9321.0,CHOQUE,2022-10-27 00:00:00,,MAÑANA,JUEVES,BARRIO NUEVO,CALLE 26 CARRERA 32,URBANA,TECNICO,,,ARRANCAR SIN PRECAUCION,145.0,NO APLICA,28.0,MASCULINO,NO APLICA
2022.0,9321.0,CHOQUE,2022-10-27 00:00:00,,MAÑANA,JUEVES,BARRIO NUEVO,CALLE 26 CARRERA 32,URBANA,TECNICO,,,ARRANCAR SIN PRECAUCION,145.0,MOTOCICLISTA,33.0,MASCULINO,LESIONADO
2022.0,9322.0,CHOQUE,2022-10-27 00:00:00,,NOCHE,JUEVES,PRADO,CALLE 42 CARRERA 40-61,URBANA,TECNICO,,,TRANSITAR EN CONTRA VIA,127.0,MOTOCICLISTA,21.0,MASCULINO,LESIONADO
2022.0,9322.0,CHOQUE,2022-10-27 00:00:00,,NOCHE,JUEVES,PRADO,CALLE 42 CARRERA 40-61,URBANA,TECNICO,,,TRANSITAR EN CONTRA VIA,127.0,MOTOCICLISTA,51.0,MASCULINO,LESIONADO
2022.0,9329.0,CHOQUE,2022-10-30 00:00:00,,TARDE,DOMINGO,SANTA RITA,CALLE 36 CARRERA 27,URBANA,TECNICO,,,SEMAFORO EN ROJO,142.0,MOTOCICLISTA,58.0,MASCULINO,LESIONADO
2022.0,9329.0,CHOQUE,2022-10-30 00:00:00,,TARDE,DOMINGO,SANTA RITA,CALLE 36 CARRERA 27,URBANA,TECNICO,,,SEMAFORO EN ROJO,142.0,NO APLICA,78.0,MASCULINO,NO APLICA
2022.0,9325.0,CHOQUE,2022-10-29 00:00:00,,MAÑANA,SÁBADO,VERSALLES,CARRERA 27 CALLE 43,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,22.0,MASCULINO,LESIONADO
2022.0,9325.0,CHOQUE,2022-10-29 00:00:00,,MAÑANA,SÁBADO,VERSALLES,CARRERA 27 CALLE 43,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,53.0,MASCULINO,NO APLICA
2022.0,9327.0,CHOQUE,2022-10-30 00:00:00,,MAÑANA,DOMINGO,CENTRO,CALLE 28 CARRERA 32,URBANA,TECNICO,,,SEMAFORO EN ROJO,142.0,ACOMPAÑANTE MOTOCICLISTA,52.0,MASCULINO,LESIONADO
2022.0,9327.0,CHOQUE,2022-10-30 00:00:00,,MAÑANA,DOMINGO,CENTRO,CALLE 28 CARRERA 32,URBANA,TECNICO,,,SEMAFORO EN ROJO,142.0,MOTOCICLISTA,28.0,MASCULINO,LESIONADO
2022.0,9327.0,CHOQUE,2022-10-30 00:00:00,,MAÑANA,DOMINGO,CENTRO,CALLE 28 CARRERA 32,URBANA,TECNICO,,,SEMAFORO EN ROJO,142.0,MOTOCICLISTA,56.0,MASCULINO,LESIONADO
2022.0,9330.0,CHOQUE,2022-10-31 00:00:00,,MAÑANA,LUNES,TRINIDAD,CALLE 28 CARRERA 24,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,43.0,MASCULINO,NO APLICA
2022.0,9330.0,CHOQUE,2022-10-31 00:00:00,,MAÑANA,LUNES,TRINIDAD,CALLE 28 CARRERA 24,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,49.0,FEMENINO,LESIONADO
2022.0,9330.0,CHOQUE,2022-10-31 00:00:00,,MAÑANA,LUNES,TRINIDAD,CALLE 28 CARRERA 24,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,ACOMPAÑANTE MOTOCICLISTA,29.0,MASCULINO,LESIONADO
2022.0,9331.0,CHOQUE,2022-10-31 00:00:00,,TARDE,LUNES,CUIDADELA PALMIRA,TRASVERSAL 8 DIAGONAL 29,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,MOTOCICLISTA,71.0,MASCULINO,LESIONADO
2022.0,9331.0,CHOQUE,2022-10-31 00:00:00,,TARDE,LUNES,CUIDADELA PALMIRA,TRASVERSAL 8 DIAGONAL 29,URBANA,TECNICO,,,DESOBEDECER SEÑAL DE PARE,112.0,NO APLICA,61.0,MASCULINO,NO APLICA
2022.0,9332.0,CHOQUE,2022-10-31 00:00:00,,NOCHE,LUNES,MERCEDES,CALLE 58 CARRERA 28,URBANA,TECNICO,,,CONDUCIR MUY SERCA DEL OTRO,157.0,MOTOCICLISTA,22.0,MASCULINO,LESIONADO
2022.0,9332.0,CHOQUE,2022-10-31 00:00:00,,NOCHE,LUNES,MERCEDES,CALLE 58 CARRERA 28,URBANA,TECNICO,,,CONDUCIR MUY SERCA DEL OTRO,157.0,MOTOCICLISTA,16.0,MASCULINO,LESIONADO
2022.0,9334.0,CHOQUE,2022-11-02 00:00:00,,TARDE,MIÉRCOLES,VERSALLES,CALLE 42 CARRERA 25,URBANA,TECNICO,,,SEMAFORO EN ROJO,142.0,MOTOCICLISTA,60.0,MASCULINO,LESIONADO
2022.0,9334.0,CHOQUE,2022-11-02 00:00:00,,TARDE,MIÉRCOLES,VERSALLES,CALLE 42 CARRERA 25,URBANA,TECNICO,,,SEMAFORO EN ROJO,142.0,NO APLICA,19.0,MASCULINO,NO APLICA
2022.0,9335.0,CHOQUE,2022-11-02 00:00:00,,TARDE,MIÉRCOLES,LLANO GRANDE,CALLE 42 CARRERA 49,URBANA,TECNICO,,,GIRAR BRUSCAMENTE,122.0,MOTOCICLISTA,21.0,MASCULINO,LESIONADO
